tweet_id,text,label
1.28E+18,"@USER @USER @USER @USER @USER @USER dr. mccoy on star trek had the 2020 election right 55 years ago ....

""spock, i've found that evil usually triumphs - unless good is very, very careful. ""

#trump2020 #elections2020 #2020election",FAVOR
1.29E+18,"oh yeah and here’s another example of hypocrisy because the right never cared about human lives:

starring: pro life!

#votebluetosaveamerica #votebluetosaveamerica2020 #biden2020 #bluewave 

biden and any democrat is far better at pro life than any conservative!

again, outcomes",AGAINST
1.30E+18,@USER i would buy more from it! #trump2020,FAVOR
1.31E+18,"@USER @USER you are retailing this sh..t @ biden how about trump who is a serial slimeball &amp; womanizer i suppose some women like that kind of guy as u must also be the type who likes 200,000 deaths from covid in us 90% of which were preventabe had uk style measure been taken in hot spots",AGAINST
1.31E+18,"@USER @USER dear milq, businessmen pay lots and lots of taxes, just not income taxes, if they have the good sense to keep reinvesting any extra money they make back into their businesses --- thus they build the economy, create more jobs, and better products. trump is a businessman.",AGAINST
1.23E+18,joe biden just skull dragged bernie for not knowing the costs of his m4a bill #demdebate,NONE
1.23E+18,"stop yelling what the fuck

#demdebate",NONE
1.30E+18,"@USER
 thanks for the follow 
#maga
#kag
#votered2020
#trumpvictory

 go trump 🇺🇸🇺🇸",FAVOR
1.30E+18,"and great again!
#americafirst #imwithyou HTTP",NONE
1.29E+18,"every time @USER tweets, we donate to swing state organizers working to ensure he doesn’t get reelected. @USER #defeatbytweet #votebluetosaveamerica HTTP",AGAINST
1.29E+18,"@USER cory cory cory “boy” you gotta a lot of nerve to talk about corruption!!! like all you democrats aren’t in someone’s hip pocket? you and your old compadres are the most corrupt motherfuckers in the world, you all should be arrested and put under the court house. #draintheswamp",NONE
1.29E+18,"@USER @USER if we can't get the race war between whites and blacks, let's try dividing the latinos and the blacks and see if that works...more hate!  trump says everybody hate each other! 😠#trumphatesamerica #biden2020",AGAINST
1.24E+18,joe's medication is wearing off...🙄#demdebate,NONE
1.30E+18,"@USER ooo rah for your son! the ultimate sacrifice by him and your family. your sacrifice is honored. my family has not lost any of our marines. and i’m proud that none voted for trump 👏🏻, despite intense pressure to vote for the #gop.  i’m hoping his #military supporters get woke.",NONE
1.30E+18,the #americans act like they are defenders of human right and even try to supervise on how we run our own #africa yet they violate the rights of the the #black people in us. they call our smart working #africanleaders #dictators yet they house a terrorist president #donaldtrump HTTP,AGAINST
1.29E+18,"@USER thank you! 
#trump2020🇺🇸 HTTP",FAVOR
1.29E+18,"if all the people who said they would move out of the us if trump got elected, we wouldn’t be seeing cities on fire, people dying and innocent civilians attacked and destroyed. @USER @USER @USER @USER @USER @USER #trump2020",FAVOR
1.30E+18,y’all know that screaming and chanting spreads the virus further right ? #coronavirus  #rnc2020,NONE
1.30E+18,"@USER exactly! that's why we must  save democracy from dictator don. 
#votebidenharris2020 
#votebluetosaveamerica",AGAINST
1.23E+18,"#demdebate where the questions, talking time, and moderators are just as fair as the #iowacaucuses  

before we start, i would like to predict that @USER will get more hard-hitting, negative questions than all of the rest combined, and @USER will get babied",NONE
1.26E+18,"democrats want to restore ""the soul of this country"" by forcing a racist rapist who promised wealthy donors nothing will change on a hopeless struggling population of young people. sounds like they just want to project the soul of degenerate rich people. #2020election #bluemaga",FAVOR
1.31E+18,"trump says his people told him: ""no matter how well you run obamacare, it is a disaster."" #debates2020",NONE
1.24E+18,@USER not mutually exclusive with this clown. #votebluenomatterwho #votebluetosaveamerica HTTP,AGAINST
1.29E+18,"china spread the disease
democrats spread the lies
media spread the panic

they all crashed the economy
all to destroy our president 

remember in november 🗳

#voteredtosaveamerica 
#democratsaredestroyingamerica
#trump2020 HTTP",FAVOR
1.22E+18,"everyone’s favorite candidate did great and their least favorite candidate totally blew it

#democraticdebate",NONE
1.30E+18,"just 71 days...

today's truths:

trump did not discover plasma therapy...and it has not been proven effective 35% of the time.

hydroxychloroquine is still medically ineffective against covid-19 and not recommended due to side effects.

#voteblue2020",AGAINST
1.22E+18,tommy lost the debate because he missed the last handshake #demdebate,NONE
1.30E+18,"good god, the lies! the magical thinking! #rnc2020",NONE
1.30E+18,@USER @USER i gues being patriotic is being  a racist and violent towards black americans. as we saw 2 patriotic #trump2020 supporters arrested for planning to kill #blacklivesmatter but america insists #blm is violent.@USER @USER @USER HTTP,NONE
1.29E+18,"thanks patriots for the love. first goal surpassed. will follow all patriots #maga, #kag. follow and retweet. i will do the same.",FAVOR
1.22E+18,that’s? not what universal means? #demdebate,NONE
1.30E+18,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #voteredtosaveamerica #trump2020kag #maga
🇺🇸 ifbap 🇺🇸 please follow @USER 😊",FAVOR
1.31E+18,"@USER @USER strong and focused? trump was like a toddler (what's new🤷‍♀️) incapable of a sensible, grown up debate. all he can do is be abusive and insulting. pathetic.",AGAINST
1.30E+18,"there is only one thing you need to say to progressives for the next two months.

feel free to copy and paste.
___

2 womps. 2 scoops. 2 nobel peace prizes. 2 terms.
___

that's really all that needs to be said. #af #americafirst",NONE
1.29E+18,"i'm an american, i work for americans and spend my money on american products. why am i the bad guy? i love america #trump2020",FAVOR
1.31E+18,"ignored simple to respond to false attacks from biden - such as the attack on trump calling white supremacists “fine people”, which he never said. the strange thing about trump’s lies in this debate is that they were all in instances where lying meant *conceding ground* where the",NONE
1.30E+18,#ditchmitch #ditchmitch2020 is a top priority to saving our #democracy regardless of #trump. #democrat @USER will replace #mitchmcconnell in the #senate—join me in signing up to phone bank to bring her to #congress. it’s life-saving. #trumpfailure HTTP,AGAINST
1.30E+18,"don't be fooled by the fake news 🤦🏾‍♀️
#blacksfortrump
#trump2020
#rncconvention2020 HTTP",FAVOR
1.30E+18,"madison is rocking it!

#rnc2020 #rncconvention2020 #rncconvention #gopconvention2020 #gopconvention",NONE
1.29E+18,@USER diversity is our strength. #maga HTTP,FAVOR
1.30E+18,@USER oh right!!??? 🙄 i guess the friends i have who are taking a month to receive their mail are lying right? the locked mailboxes and removing mailboxes from certain areas? you people have noooo shame! none! lost and willing to do anything to hold on to power #voteblue2020,AGAINST
1.30E+18,@USER @USER @USER thank you. i was sick of seeing alyssa bash the president. so here i am!! #trump2020,FAVOR
1.30E+18,"@USER @USER @USER @USER had 5 deferments during the vietnam war, same # as @USER 4 were 4 college &amp; 1 was 4 bone spurs.  contrary 2 how u feel, bone spurs would b painful.  spurs don’t make 4 an efficient combat soldier. asthma or bone spurs, both had deferments. #joebiden #donaldtrump",NONE
1.29E+18,"@USER hey mkh, i’m so sorry fellow patriot, but it has been a week since i initially followed you. if you want, please follow me, and i’ll proudly follow you back asap!! thanks 🇺🇸#maga 🇺🇸 #kag2020",FAVOR
1.29E+18,@USER @USER @USER ok what!!! you mad because i'm able to think for myself...bitch bye!!!🤣😂 #trump2020,NONE
1.30E+18,'#nbcnightlynews' went big for #demconvention coverage monday HTTP,NONE
1.30E+18,trump can’t met this moment - it is what it is. michelle obama you are a goddess #bidenharris2020 #demconvention #wethepeople HTTP,AGAINST
1.29E+18,"serious threats to a man devoted to keep us healthy. #trumpvirus  #biden2020 ""i’ve seen a side of society that i guess is understandable but it’s a little bit disturbing,"" said anthony fauci, the nation's top infectious disease expert. HTTP",AGAINST
1.30E+18,i want to say thank you 2 all the #resistance ❤🇺🇸 you called me out you followed me you agreed with me and i thank you all. once i heard joe biden and john meachum give hope to my america in their heartfelt speeches i felt peace for the first time. #letsdumpthisasshole #voteblue,AGAINST
1.31E+18,@USER @USER @USER @USER lmao except for the fact that donald trump actually laid out political points tonigjt. joe biden just day there and repeated every lie in liberal news imaginable,FAVOR
1.30E+18,"heard this quote the other day, it couldn’t be more relevant to our current political climate... “you can vote your way into socialism, but you have to shoot your way out”. #socialism #capitalism #trump2020",FAVOR
1.22E+18,"@USER @USER @USER the @USER no longer cares about our country the constitution or rule of law

their refusal to have the courage to stand up for  america is a disgrace

history will be harsh on them supporting #impotus3 their downfall 

#votebluetosaveamerica 
#votethegopout",AGAINST
1.29E+18,@USER it is already beginning as shown in this excellent comparison to living in panem (where katniss everdeen lives in the hunger games)! he started his attempt to become dictator when he began discrediting the media! it's only progressed since! scary! #presidentsnowflake #biden2020,AGAINST
1.27E+18,not everyone in oklahoma is welcoming the president's visit. HTTP,AGAINST
1.30E+18,"@USER the part where donald trump didn't singlehandedly plan, lead, and execute the successful rescue mission was obviously pure fiction #maga",NONE
1.31E+18,"@USER  is a clown

#bidenharris2020 #trump2020",NONE
1.25E+18,"when there's a mass killer on the loose in 3 predominant #democrat gorilla army states it's #democrat gorilla fighters it will kill!

the #democrat gorilla army will not be hard to #defeat in november if there are none left!

#demdebate #democratsaredestroyingamerica #trump2020",FAVOR
1.23E+18,"is @USER as whiny as @USER?
#demdebate #democraticdebate",NONE
1.22E+18,far right wing republicans will call any democrat a 'socialist'. they even called obama that! we win on the issues. #demdebate HTTP,NONE
1.30E+18,"@USER @USER the mess was made by americas democratic mayors and governors 
#maga2020 #makeamericagreatagain 
#trump2020landslidevictory",FAVOR
1.23E+18,yes america you deserve better !  dumptrump #demdebate,AGAINST
1.29E+18,"@USER i hunt antifa blm to cull!

👉🏻follow👈🏿 me to a trump victory!
#vivelausa! #trump2020!
a retweet from a ""somebody"" would help us ""nobodies.""
HTTP",FAVOR
1.30E+18,"@USER works both ways #maga
fuckem",NONE
1.31E+18,joe is sleepy💤#maga #blmdontmatter #trumptrain,FAVOR
1.31E+18,"@USER i truly dislike trump, and his meddling in private markets. it’s more what countering forces can hold the left leaning socialist-lite attitudes of the west coast. ideally, the counter balance would be less of a clown.",AGAINST
1.23E+18,the democrats are too busy digging up dirt on each other and finding new ways to assassinate each other’s character to ensure nobody votes for anybody on the democratic side... 🤣 trump wins in a landslide. #demdebate,FAVOR
1.22E+18,“the americans dying because they can't afford medical care” #demdebate  HTTP,NONE
1.30E+18,"@USER office trash can as well

#votebluetosaveamerica",AGAINST
1.30E+18,"""national conventions are a waste of time!"" says people not named obama. #democraticconvention #dnc2020 HTTP",NONE
1.31E+18,"the more i see biden talking, more i'm certain that trump easily wins american elections.  #debates2020 #presidentialdebate2020 #trump #biden",FAVOR
1.30E+18,"@USER @USER johnny, how is it that a fiscal conservative, principled, catholic man can support a socialistic, communistic , pro-abortion candidate and platform?  did you fall and hit your head?  did @USER hurt your little feelings?

@USER = anarchy and communism  #maga",FAVOR
1.29E+18,"@USER i’m a moderate and a proud descendent of the america revolution. 

trumpism is a danger to our nation. vote #biden2020. HTTP",AGAINST
1.24E+18,"@USER @USER @USER @USER oh how we wish!!!
someone release the piece of craps returns! please!
#votebluetosaveamerica
#votebluetoendthisnightmare 
#dumptrump2020 
#ditchmitch2020 
#sendsusancrusin2020
#releaseelise2020",AGAINST
1.23E+18,you don’t realize what a big deal the #demdebate and the nh primary is for the only commercial tv station in the state until you follow @USER twitter feed.,NONE
1.30E+18,"does anyone else find that twitter has changed their #fbr limits since the dnc? if you are having the same issue, please rt! #resist #resisters #dumptrump #blm #era #lgbtq #bidenharristosaveamerica2020 #trumpisaliar #trumpisaracist #trumpisatraitor",AGAINST
1.31E+18,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER pre-existing condition that’s the clause we’ve got to expunge from insurance policies,NONE
1.22E+18,steyer is hedging his bets on being nice to bernie and biden so he gets a cabinet position. secretary of bad ties. #demdebate,NONE
1.30E+18,@USER actions speak louder than words! @USER #trump2020,FAVOR
1.24E+18,"‘unlike joe’ is a good filler for bernie
kinda like obama’s long pauses
#demdebate",NONE
1.30E+18,"aww damn, gifford got me in the feels🥺😥😢😭 #demconvention #democraticnationalconvention #biden #bidenharris2020",AGAINST
1.29E+18,"@USER @USER mr. president, save our cities from the #democrat mob #votered #trump2020 #voteredtosaveamerica #votered2020removeeverydemocrat HTTP",FAVOR
1.29E+18,"@USER @USER can't wait. it will have no affect on my vote, at all, in any way whatsoever!
#biden2020 
#votebluetoendthisnightmare 
#voteoutthegop",AGAINST
1.29E+18,"republicans will let the postal service close &amp; with the #coronavirus still raging, it's the ultimate in voter suppression. 
#mailinballots must be allowed, how do we stop this from happening?
#vote #voteblue2020

HTTP",AGAINST
1.30E+18,don junior is a terrible carpet salesmen. #rnc2020,NONE
1.31E+18,"@USER they ought to have a sound proof booth and put trump in it so that when he's not to speak,they can easily shut him up!",AGAINST
1.30E+18,"@USER trump karma is real!
#maga 
#trumpkarma 
🇺🇸",FAVOR
1.29E+18,"trump is terrified of strong, intelligent, 'nasty' women!
trump rants about his women troubles: #kamala, #mika, #nancy and #aoc 
HTTP
@USER @USER #nastywomenunite #truckfump #tuckfrump #dumptrump #votebluetoendthisnightmare",AGAINST
1.31E+18,"'macgillis tweeted an hour later that the photo was “from four years ago” — a date he knew because he was the photographer.'

#trump2020 #trumpstroke #dumbkirk
#trumpflu 6,676,601 infected
#trumpknew 198,128 dead!
#maga #qanon #terrorists
#goodbyegop

 HTTP",AGAINST
1.29E+18,soooooooooo tiktok can get deleted like that.... but the kkk can stay???? 🤔 #tiktokbanned #dumptrump,AGAINST
1.30E+18,"@USER @USER get a grip snowflake.

kirstie’s judgment says a lot about her intelligence, heart and integrity.

it’s a hell of a lot more than what can be said about yours.

#trump2020 #maga2020 🇺🇸#trump2020tosaveamerica 🇺🇸",FAVOR
1.30E+18,@USER tearing pumpkin #45 a new one #democraticnationalconvention HTTP,NONE
1.31E+18,@USER you got this president trump!!! give biden hell tonight. show him no mercy.,FAVOR
1.29E+18,".@USER &amp; @USER should both agree to take this blood test. 

blood test to detect alzheimer's proving highly accurate  HTTP

#biden2020 #trump2020 #reclaimingmytime 

@USER @USER @USER @USER @USER",NONE
1.30E+18,"sorry but melania could not pull off this speech. not in english. not in slovenian. and not in support of her vulgar, profane, abhorrent husband. #michelleobama #dnc #democraticconvention",NONE
1.30E+18,"wisconsin governor urges trump not to come to kenosha HTTP
#dumptrump",AGAINST
1.30E+18,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #blackvoicesfortrump #trump2020kag #maga
🇺🇸 ifbap 🇺🇸 please follow @USER ❤️thanks! 😊",FAVOR
1.29E+18,🤯🤯🤯🖕 o sorry 🖕🏿🖕🏿🖕🏿🖕🏿black lives matter you shit of a piece rioters. i didn't like trump before for his behaviour but after seeing you people we in india got a great sympathy for potus #longliveindiaamericafriendship #maga2020 #maga 😂😜😂🇮🇳🇺🇸🙏🔥,FAVOR
1.23E+18,"*cough* george w. bush is worse *cough, cough*

#demdebate",NONE
1.25E+18,you want a $15.00 an hour minimum wage in this country? better vote for biden cause you will never get that with trump or a republican senate! #votebluetosaveamerica,AGAINST
1.22E+18,#demdebate let’s do this! #notmeus,NONE
1.31E+18,"@USER if it's true, it's not a ""play"".  you know biden's a vegetable and hillary has a darth vader suit keeping her alive underneath her smock.",FAVOR
1.30E+18,"thanks brenda oneil for the follow! i look forward to interacting with you to #maga, #kag &amp; to support our potus! 👍🏻👊🏻🇺🇸 follow me on parler behindenemylines",FAVOR
1.23E+18,"i'm almost feeling bad for @USER  right now...

#demdebate",NONE
1.30E+18,"@USER i'll take people who are progessive over people who are traitorous.  you can work with and find common ground with the progressives.  the traitors belong in prison.  

#gop = traitors
#votebidenharris2020",AGAINST
1.31E+18,@USER make sure that sleepy joe biden has drugs test  .that cnnn and nytimess fake news  get some draper  to its pervert  and corrupt candidate joe biden.   joe biden  china puppet    imagine  a  candidate  with  a  humans trafficking son hunter biden,FAVOR
1.22E+18,fact check: rich kids get a higher federal subsidy at harvard then if they went to umass for free. #demdebate,NONE
1.30E+18,"#donaldtrump admitted he knew weeks before the first confirmed us coronavirus death that the virus was dangerous, airborne, highly contagious and ""more deadly than even your strenuous flus,"" and that he repeatedly played it down publicly. HTTP",AGAINST
1.29E+18,"@USER just followed you, patriot! 🇺🇸

i'm rebuilding for a 3rd time....can y'all help a chick out?!

#trump2020
#maga",FAVOR
1.30E+18,"@USER david corn: not since the civil war has a group of politicians [the @USER and @USER -- so profoundly betrayed the republic.

should trump be prosecuted for his dereliction of duty?

#maga @USER @USER @USER @USER 

HTTP",AGAINST
1.30E+18,"sorry, @USER &amp; @USER, but empowering women isn't that simple.

to truly empower women, we must #defundwar. 
to truly empower women, we must end us imperialism. 
to truly empower women, we must stop the senseless murder of people &amp; the planet. #rnc2020",NONE
1.29E+18,@USER people are not happy that we have an inept and impeached for life occupant in the people’s white house. #notmypresident #votebluetoendthisnightmare #votebluetosaveamerica2020 #vote #novemberiscoming #november3rd,AGAINST
1.30E+18,"@USER freemason catalyzed us deracination projects currently underway:

vaccinations
climate (fires)
nafta
usmca
nau
vacate ca
cv pandemic
boa militance
radicalized dom infrastructures
#maga vaccination mandates

cheri jo bates is a typical example of freemason multi-agency solidarity. HTTP",NONE
1.27E+18,sign the recall!!! #recallkatebrown #flushbrowndown #oregon #openoregon #recall #tyranny #2020election @USER HTTP,NONE
1.30E+18,"@USER was at the #nashvilletrumprally today! front row seats here!

follow me!
retweet if you're voting trump!

#trump2020 #maga #trump420
#covid1984 #covidwitchtrials HTTP",FAVOR
1.30E+18,does this remind anyone of the trump convoy that invaded portland? #isis #daesh #maga HTTP,NONE
1.29E+18,"@USER the lesbian and gay community had such a struggle over many years to fight for the rights we currently have. other than the l and g, i do not welcome any other group that has corrupted our attempt to maintain a strong family standard. #trump2020",FAVOR
1.23E+18,@USER @USER from the #cult45 territory of sw florida (charlotte county). my vote goes to #joebidenforpresident2020 #votebluetosaveamerica #trumpisacriminalpsychopath,AGAINST
1.31E+18,"republicans didn’t sabotage or break #ocare; o-care began broken!”
#debates2020
#debate
#debate
#presidentialdebate 

#trump2020",AGAINST
1.31E+18,he’s fucking eric cartman. eric cartman is the president of the united states. #trumpmeltdown #debates2020 #presidentialdebates2020,AGAINST
1.31E+18,@USER trump's biggest fans are a group of right-wing terrorists just waiting for him to say the word.,AGAINST
1.31E+18,i give it 20 minutes before trump drops his pants and takes a shit on the floor while screaming at chris wallace that no one’s the boss of him. #presidentialdebate2020,AGAINST
1.30E+18,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER caught up!  #trump2020 mutha fukas!,FAVOR
1.30E+18,"am i the only one that hopes trump surprises again tonight?

imagine he talked 4 straight nights and cnn and twitter acted like he never talked at all.

their is extreme censorship going on at the moment. 

i have listened, have you? lets discuss #trump2020",FAVOR
1.29E+18,@USER @USER sounds like a plan to me. #trump2020,FAVOR
1.30E+18,"#demconvention what happened to ""i believe his accusers""?",NONE
1.29E+18,"@USER #fightthevotingright #dailypresidentbidenbriefing as many major media as possible to cancel out trump's showmanship to control ""breaking news"" to the reporters!! @USER #pamalaharris #dnc2020",AGAINST
1.31E+18,@USER @USER the end of biden's career will be due to senility. trump only has to display it.,AGAINST
1.30E+18,@USER @USER @USER @USER trump’s accomplishment list is huge. the democrats have spent the last 4 years playing political games to try to unseat our duly elected president. #chinavirus #chinaliedpeopledied #chinaliedandpeopledied #plandemic #plandemic2020 #kag #kag2020 HTTP,FAVOR
1.29E+18,"@USER if outside dining is acceptable it shouldn’t be a problem to setup voting booths outside. 
#trump2020
@USER
 
@USER
 
@USER
 
@USER",FAVOR
1.29E+18,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you for the mention wizzard, i appreciate you thinking of me with these wonderful people! it's time to take back the wh and congress! 💜🕊🌊 #voteblue2020 HTTP",AGAINST
1.24E+18,@USER china point coming off a bit incoherent...did china do the wrong thing and we shouldn’t praise them or are they learning and we should work with them? confused #democraticdebate,NONE
1.30E+18,"#joebiden has not fixed one thing in 50 years. politicians walk away millionaires on a senate salary. they work 4 themselves not the people. 
#trump in 4 years has done more 4 americans ever and donates his salary to charities.
stop the same ol same ol crap from #dems
#votered",FAVOR
1.24E+18,bernie passionately touting his own cred as an old-school progressive and pointing out what a poseur biden is. #demdebate,NONE
1.30E+18,"i am proud to be one of the millions of “suckers” who chose to serve in the #usnavy or another branch of service.  unfortunately, our president, @USER, does not understand or respect our service.  as mister t said, “pity the fool.” #biden2020!

HTTP",AGAINST
1.29E+18,@USER @USER @USER highest rate of turnover!  is it because people want to join? or because so many people need to leap from the train wreck before it completely goes off the cliff &amp; burns into an unrecognizable wreck on the trash heap of history?  we all know that answer!  the 2nd one.  #biden2020,AGAINST
1.30E+18,"screw you @USER i hope every police dept in the country switches brands! law enforcement is a huge customer. you allow black lives matter, not blue lives matter?

you morons realize that blm is the democrat party? you guys are morons.
#maga
#bluelivesmatter 
#alllivesmatter",FAVOR
1.29E+18,"... social and fiscal #conservative tendencies-  has not made any moves towards reforming the country’s #abortion laws, even though his party controls both chambers of congress and more than half the state legislatures.""

the federal government responded to the court...",NONE
1.30E+18,i bet you this kid is going to fake a stutter... #rnc2020,NONE
1.29E+18,sing with me now.... 🎵 #biden2020 🇺🇸#dumptrump2020 HTTP,AGAINST
1.24E+18,"biden is someone who is trying to fix his mistakes. bernie is someone who is trying to fix everyone elses mistakes
#demdebate #biden #sanders #notmeus",AGAINST
1.31E+18,@USER how could you hear anything over trump's loud and constant interruptions?,AGAINST
1.30E+18,76 more days till we vote and get rid of that jack ass out of the office !! #voteblue2020 #joebidenkamalaharris2020 HTTP,AGAINST
1.30E+18,who else is sick to death of being shamed for supporting #trump i’m not taking any of it anymore! #trump2020  don’t like it unfollow!!,FAVOR
1.30E+18,democrats condemn ‘shocking abdication’ of responsibility as intelligence officials scale back election security briefings - HTTP,AGAINST
1.30E+18,"there’s no perfect candidate. say it louder for the hypocrites in the back, flotus! #demconvention #dnc2020",NONE
1.22E+18,"@USER would do his best as secretary of commerce under potus @USER working w/ treasury secretary @USER and labor secretary @USER.

#feelthebern 
#warrenroadwarriors 
#yanggang 
#aoc
#demdebate",NONE
1.30E+18,@USER good afternoon patriot 🙏  #kag,NONE
1.29E+18,"when you vote for joe biden, you will not only be voting to remove trump, but also removing mike pompeo, steve mnuchin, ivanka, bill barr, kelly anne conway, stephen miller, and jared kushner too. #biden2020",AGAINST
1.25E+18,"@USER @USER @USER the rallies that trump has been holding daily on tv under the guise of a ""briefing"" have been the best campaign rallies for joe biden!

#votebluetosaveamerica #dumptrump2020",AGAINST
1.28E+18,"@USER #maine please vote for @USER!
#votebluetosaveamerica",AGAINST
1.30E+18,@USER @USER god bless america @USER @USER &amp; @USER melania trump winning winning winning #trump2020 🇺🇸 HTTP,FAVOR
1.30E+18,"@USER @USER i think its pretty accurate for her, she's lost it. that loss to trump was embarrassing for her and embarrassed the shit out of democrats. cant wait for 4 more years. #trump2020.",FAVOR
1.31E+18,"trump and biden make george bush look smart.,",AGAINST
1.30E+18,"@USER @USER @USER that’s funny! he’s there, at the white house, because we’re in a pandemic. so clearly not ignoring it! #rnc2020 brought the stage to him, to all of us, in a pandemic! get over it! his speech will be amazing! promises made promises kept is so much more than just a campaign slogan!",NONE
1.30E+18,#covid19 #rnc2020 hey i’m at the rnc to and i don’t have a mask on either usa … usa! usa! HTTP,NONE
1.22E+18,"@USER @USER @USER @USER well let's 🙏 that never happens!! 
#votebluenomatterwho 
#votebluetosaveamerica",AGAINST
1.31E+18,@USER it's where life forms are found in trump's eyebrows.,NONE
1.31E+18,@USER but then you won't hear about trump setting his fist on fire and biden shooting a laser into the sky just to show he can.,NONE
1.30E+18,@USER @USER #criminaltrump should abandon #maga for a symbol and opt for #caching,AGAINST
1.26E+18,"@USER @USER @USER just name her or @USER or @USER your vp already so an articulate, strong woman can get on network air to take apart trump now when it matters most for the #2020elections",AGAINST
1.23E+18,"bloomberg visibly uncomfortable at the phrase ""working class"" #demdebate!!",NONE
1.29E+18,@USER start by removing @USER #biden2020tosaveamerica #biden2020 #biden2020landslide #bidenforpresident,AGAINST
1.31E+18,@USER @USER i’m not talking about proud boys. i’m talking about everything else trump has ever said and done.,NONE
1.30E+18,"@USER and her stupid fingernails, looking like a damn sloth. what a hard hitting interview. 🙄 will @USER ever actually face the press and answer the hard questions? and without cue cards? #trump2020 HTTP",NONE
1.30E+18,@USER @USER already following! follow me @USER for black conservative views! #maga #blacksfortrump,FAVOR
1.31E+18,not gonna say that all those who vote for trump are racist but i can confirm that all racists that vote are voting for him. #presidentialdebate2020,AGAINST
1.30E+18,muzzle of our experts #demconvention,NONE
1.29E+18,this prageru video has me losing it - their stupidest video ever?? HTTP,NONE
1.31E+18,"i think #chriswallace should shoot #trumpisbroke with a stun gun whenever he doesn't shut up. #debate #debate2020 yeah you #trump2020landslidevictory lovers, he's a loser, a cheater, a liar #votehimout",AGAINST
1.29E+18,"@USER thank you! without your whining tweet we wouldn't have known about this! classic! 😂😂😂😂 

#trump2020",FAVOR
1.30E+18,"@USER do you know what socialists used before candles?
electricity !!!
better vote red if you want to keep your lights on 24/7
#trump2020",FAVOR
1.31E+18,"click here to see how they celebrate with laycoon the one of laylay
HTTP
#nigeriaat60 #uspresidentialdebate #presidentialdebate2020 #tinakaggia #shutupman #lisa #trump2020 #bethefocus #กอล์ฟพิชญะ #justiceformanishavalmiki #shutupman",AGAINST
1.30E+18,@USER 🤮 that group didn’t do shit when they were in office and you want to sign up for more??!! come on!!! look around you’re own state!! haven’t you had enough destruction? open your eyes!!! #trump2020 #americanfreedom,FAVOR
1.29E+18,"3. when he's well aware it was signed by president obama in 2014. @USER repeatedly ignores all the #lies trump tells on a consistent basis. he's set a record at 20k proven, documented #lies but the #cowards in the #gop are afraid to speak up. unlike trump, if @USER had any",AGAINST
1.23E+18,"looking forward to a greying andrew yang on stage 30 years from now, looking like bernie. he's full of righteous anger bc the world finally understands human vs economic value, so mainstream candidates half-assedly endorse ubi but don't actually mean it #demdebate #demdebates",NONE
1.29E+18,@USER do as told huh joejoe the puppet #trump2020 #joemustgo HTTP,FAVOR
1.30E+18,@USER 🇺🇸❤️💙🇺🇸 we love it cause we love our country and our president #trump2020,FAVOR
1.30E+18,@USER @USER it's frustrating living in a state where @USER &amp; @USER can't get things in order because he is supported by @USER y'all only speak business soo when a company is doing bad the 1st thing they do is get rid of the leaders who stoked the fires. #voteblue,AGAINST
1.30E+18,"#rnc2020 trump’s speech was just plain dark, though he deployed darkness effectively. powerful. grim. i’m now even more inclined to say he could actually win again.",FAVOR
1.31E+18,"@USER thing is, they're ready to ""oppose tyranny"" when trump loses. they'll be out with their guns wreaking havoc. really bad things are coming to the us in november.",NONE
1.29E+18,"the publishing of a video by @USER that appeared to be an #election advertisement for #joebiden is under an internal investigation, the taxpayer-funded news service said. HTTP",NONE
1.30E+18,@USER @USER what a fall from being a well liked family to a disgrace to the american people. how do you live with yourself knowing that you have/is worked for and man that think that the female sex is nasty deplorable human beings #votebluetosaveamerica,AGAINST
1.30E+18,@USER nothing the #gop does surprises me anymore. HTTP,AGAINST
1.31E+18,@USER if they are saying biden is doing it that is projection. you can just bet that is what trump is doing.,AGAINST
1.30E+18,"@USER before serving as florida’s worst ever attorney general, @USER spent 18 years as a loser.
 
she worked with #weakpresident trump against the constitution. and she knows nothing!
the biden family never profited off of joe biden’s name or influence you idiots. #dnc2020",AGAINST
1.23E+18,"omg is bernie going to stroke out😳
#demdebate",NONE
1.30E+18,@USER a buddy for #donaldtrump,NONE
1.29E+18,@USER @USER @USER thank you. trump seems to think he's a dictator...we must stop him. #countryoverparty #biden2020,AGAINST
1.30E+18,"@USER if the states don't save democracy from the radical leftists, no one can - (or will be able to).. 
truth

#trump2020",FAVOR
